Code ALF;Statut;Libellé ALF;Libellé Commercial;Texte Commercial;Famille;Type de produit;Conclusion;Univers;Marché;Code Mercure;Code ADV;Code VAD;Engagement;Jour de facturation;Tarif;Date de fin;Non affiché;Score CRM;CGV;Type de commande
IR137287;C;Livebox Fibre Exclu 40,99 eur (migtech);Livebox Fibre Exclusif 40,99 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nTout en bénéficiant de la meilleure technologie et d'un meilleur débit donnant accès à de nouveaux usages et services\r\n\r\nRetrouvez le détail de votre offre dont la liste des destinations dans la fiche d'information jointe à cet email.\r\n\r\n*Location Livebox incluse : 3,00 eur/mois;Livebox Fibre migtech (migration);Offres;;Internet;R;;;;;0;40,99 eur/mois*;;0;;4103_RC_Livebox_Fibre_MigTec.pdf;Internet
IR137288;C;Livebox Essentielle Fibre 40,90 eur (migtech);Livebox Essentielle Fibre Exclusif 40,90 eur/mois;Vous avez choisi une offre Fibre qui vous permet de retrouver le contenu et le prix de votre offre actuelle.\r\n\r\nTout en bénéficiant de la meilleure technologie et d'un meilleur débit donnant accès à de nouveaux usages et services\r\n\r\nRetrouvez le détail de votre offre dont la liste des destinations dans la fiche d'information jointe à cet email.\r\n\r\n*Location Livebox incluse : 3,00 eur/mois;Livebox Fibre migtech (migration);Offres;;Internet;R;;;;;0;40,90 eur/mois*;;0;;4750_RC_Livebox_Zen_Fibre_MigTec.pdf;Internet
IR137289;C;Livebox Play Fibre 46,99 eur (migtech);Livebox Play Fibre Exclusif 46,99 euros;Internet, TV d'Orange (sous réserve d'activation de la TV d'Orange) et appels illimités :\r\n- vers les fixes de France métropolitaine, de plus de 100 destinations à l'international,\r\n- vers les mobiles de France métropolitaine, de la zone Outre-mer, de 4 pays d'Amérique du Nord.\r\n\r\nUsage en France métropolitaine.\r\nIllimités : Liste des destinations sur orange.fr. Hors numéros spéciaux. Jusqu'à 250 correspondants/mois, 24h/jour et 3h max/appel. \r\n\r\n*Location livebox incluse : 3,00 eur/mois\r\nDécodeur + carte d'accès TV nécessaires pour la TV d'Orange.;Livebox Fibre migtech (migration);Offres;;Internet;R;;;;;0;46,99 eur/mois*;;0;;4111_RC_Livebox_Play_Fibre_MigTec.pdf;Internet
IR137291;C;Offre 4G Home 200 Go 38,99 eur (mig) Client Internet;Offre 4G Home 200 Go (sans engagement) pour Client déjà Internet;Votre débit est faible ? \r\nPassez au haut débit avec la solution 4G Home.\r\n\r\nOffre 4G Home 200 Go, sans engagement, ni frais de résiliation.\r\n\r\nProfitez d'une connexion très haut débit à la maison jusqu'à 300 Mbit/s avec le réseau 4G d'Orange.\r\n\r\nBranchez simplement la Flybox pour connecter tous vos appareils en Wifi ou filaire.\r\n\r\nAccédez à jusqu'à 70 chaînes TV sur vos ordinateurs, tablettes ou mobiles avec l'appli TV.\r\n\r\n\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;4G 5G Home (migration);Offres;;Internet;R;;;;;0;38,99 eur/mois (1er mois offert);;0;;RC_4GHome.pdf;Mobile
IR137297;C;CANAL+ PASS COUPES D'EUROPE;Abonnement OFFRE SPECIALE CANAL+ PASS COUPES D'EUROPE;Si vous finalisez votre souscription d'abonnement CANAL+, vous bénéficiez de CANAL+ PASS COUPES D'EUROPE à 29,99 euros par mois pendant 24 mois puis 34,99 euros par mois (engagement 24 mois). \r\n\r\nPour finaliser votre souscription, vous acceptez qu'Orange transmette à CANAL+ France vos coordonnées bancaires pour permettre à ce dernier la mise en place du prélèvement automatique de votre abonnement CANAL+. \r\n\r\nSuite à votre accord, un prochain courriel vous confirmera votre souscription au contrat d'abonnement CANAL+.\r\n\r\nLe contenu de votre abonnement :\r\n\r\nLive et replay : CANAL+, CANAL+ BOX OFFICE, CANAL+ GRAND ECRAN, CANAL+ SPORT 360, CANAL+ SERIES, CANAL+ DOCS et CANAL+ kids.\r\n\r\nDe grands événements sport avec l'intégralité des Coupes d'Europe de football, 100% de l'UEFA Champions League, UEFA Europa League, UEFA Conference League et aussi du cinéma ultra-récent, des films incontournables, l'intégralité des séries Création Originale CANAL+, des séries internationales…Et l'intégralité des contenus Apple TV+ !\r\n\r\nCANAL+ contient l'accès sur tous les écrans avec MyCANAL\r\n\r\nSTREAMS : 2 écrans simultanés dont un via la box Orange.;Options TV;Options;;Internet;R;;;;;0;29,99 eur/mois pendant 24 mois puis 34,99 eur/mois;;0;;ML_Canal.pdf;Internet
IR137304;C;FM Série Spéciale 20 Go SIM (acq);Forfait Mobile Série Spéciale 20 Go, sans engagement;Forfait sans mobile associé, sans engagement.\r\n\r\nAppels, SMS et MMS illimités en France et depuis les zones Europe vers ces zones et la France.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange (acquisition);Offres;;Internet;R;;;;;0;17,99 eur/mois;;0;;RC_Forfait_serie_speciale_20Go.pdf;Mobile
IR137312;C;Carte SIM (Sosh) : frais activation 0 eur;Carte SIM pour Forfait Mobile Sosh, frais d'activation de service offerts;;Options Mobile Sosh;Options;;Internet;R;;;;;0;0,00 eur;;0;;;Mobile
IR137314;C;Carte SIM sans terminal (Sosh);Carte SIM sans terminal pour Forfait Mobile Sosh;;Options Mobile Sosh;Options;;Internet;R;;;;;0;Inclus;;0;;;Mobile
IR137321;C;PCM : Smartphones Samsung ZFlip 6 5G;PCM : Smartphones Samsung ZFlip 6 5G;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR137323;C;PCM : Smartphones Samsung ZFold 6 5G;PCM : Smartphones Samsung ZFold 6 5G;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR137324;C;Carte SIM avec terminal (Orange);Carte SIM avec terminal pour Forfait Mobile Orange;;Options Mobile Orange;Options;;Internet;R;;;;;0;Inclus;;0;;;Mobile
IR137325;C;Carte SIM sans terminal (Orange);Carte SIM sans terminal pour Forfait Mobile Orange;;Options Mobile Orange;Options;;Internet;R;;;;;0;Inclus;;0;;;Mobile
IR137326;C;Carte SIM (Orange) : frais activation 0 eur;Carte SIM pour Forfait Mobile Orange, frais d'activation de service offerts;;Options Mobile Orange;Options;;Internet;R;;;;;0;0,00 eur;;0;;;Mobile
IR137327;C;PCM : Smartphones iPhone 16;PCM : Smartphones iPhone 16;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR137328;C;PCM : Smartphones iPhone 16 Pro;PCM : Smartphones iPhone 16 Pro;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR137329;C;PCM : Smartphones iPhone 16 Pro Max;PCM : Smartphones iPhone 16 Pro Max;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR137330;C;PCM : Smartphones iPhone 16 Plus;PCM : Smartphones iPhone 16 Plus;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR137331;C;Offre Ligne Fixe Initale Orange avec Nordnet (Acq);Offre Ligne Fixe Ma Formule Initale Orange avec Nordnet;La Ligne Fixe Orange avec Nordnet est une offre qui complète la gamme Ligne Fixe Orange destinée aux clients ayant uniquement un usage voix sans besoin d'accès internet. \r\nOrange s'appuie sur Nordnet (société du groupe Orange) pour proposer cette offre.\r\nElle est basée sur un boîtier qui se connecte au réseau 4G/3G d'Orange, sur lequel vous n'avez plus qu'à brancher votre poste téléphonique. \r\n\r\nOffre sans engagement, sans frais de résiliation.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Ligne Fixe RTC (acquisition);Offres;;Internet;R;;;;;0;21,96 eur/mois;;0;;;Internet
IR137332;C;Offre Ligne Fixe Initale Orange avec Nordnet (Mig);Offre Ligne Fixe Ma Formule Initale Orange avec Nordnet;La Ligne Fixe Orange avec Nordnet est une offre qui complète la gamme Ligne Fixe Orange destinée aux clients ayant uniquement un usage voix sans besoin d'accès internet. \r\nOrange s'appuie sur Nordnet (société du groupe Orange) pour proposer cette offre.\r\nElle est basée sur un boîtier qui se connecte au réseau 4G/3G d'Orange, sur lequel vous n'avez plus qu'à brancher votre poste téléphonique. \r\n\r\nOffre sans engagement, sans frais de résiliation.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Ligne Fixe RTC (migration);Offres;;Internet;R;;;;;0;21,96 eur/mois;;0;;;Internet
IR137333;C;Offre Ligne Fixe 2h Orange avec Nordnet (Acq);Offre Ligne Fixe Ma Formule 2h Orange avec Nordnet;La Ligne Fixe Orange avec Nordnet est une offre qui complète la gamme Ligne Fixe Orange destinée aux clients ayant uniquement un usage voix sans besoin d'accès internet. \r\nOrange s'appuie sur Nordnet (société du groupe Orange) pour proposer cette offre.\r\nElle est basée sur un boîtier qui se connecte au réseau 4G/3G d'Orange, sur lequel vous n'avez plus qu'à brancher votre poste téléphonique. \r\n\r\nOffre sans engagement, sans frais de résiliation.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Ligne Fixe RTC (acquisition);Offres;;Internet;R;;;;;0;28,99 eur/mois;;0;;;Internet
IR137334;C;Offre Ligne Fixe 2h Orange avec Nordnet (Mig);Offre Ligne Fixe Ma Formule 2h Orange avec Nordnet;La Ligne Fixe Orange avec Nordnet est une offre qui complète la gamme Ligne Fixe Orange destinée aux clients ayant uniquement un usage voix sans besoin d'accès internet. \r\nOrange s'appuie sur Nordnet (société du groupe Orange) pour proposer cette offre.\r\nElle est basée sur un boîtier qui se connecte au réseau 4G/3G d'Orange, sur lequel vous n'avez plus qu'à brancher votre poste téléphonique. \r\n\r\nOffre sans engagement, sans frais de résiliation.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Ligne Fixe RTC (migration);Offres;;Internet;R;;;;;0;28,99 eur/mois;;0;;;Internet
IR137335;C;Offre Ligne Fixe 4h Orange avec Nordnet (Acq);Offre Ligne Fixe Ma Formule 4h Orange avec Nordnet;La Ligne Fixe Orange avec Nordnet est une offre qui complète la gamme Ligne Fixe Orange destinée aux clients ayant uniquement un usage voix sans besoin d'accès internet. \r\nOrange s'appuie sur Nordnet (société du groupe Orange) pour proposer cette offre.\r\nElle est basée sur un boîtier qui se connecte au réseau 4G/3G d'Orange, sur lequel vous n'avez plus qu'à brancher votre poste téléphonique. \r\n\r\nOffre sans engagement, sans frais de résiliation.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Ligne Fixe RTC (acquisition);Offres;;Internet;R;;;;;0;33,99 eur/mois;;0;;;Internet
IR137336;C;Offre Ligne Fixe 4h Orange avec Nordnet (Mig);Offre Ligne Fixe Ma Formule 4h Orange avec Nordnet;La Ligne Fixe Orange avec Nordnet est une offre qui complète la gamme Ligne Fixe Orange destinée aux clients ayant uniquement un usage voix sans besoin d'accès internet. \r\nOrange s'appuie sur Nordnet (société du groupe Orange) pour proposer cette offre.\r\nElle est basée sur un boîtier qui se connecte au réseau 4G/3G d'Orange, sur lequel vous n'avez plus qu'à brancher votre poste téléphonique. \r\n\r\nOffre sans engagement, sans frais de résiliation.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Ligne Fixe RTC (migration);Offres;;Internet;R;;;;;0;33,99 eur/mois;;0;;;Internet
IR137337;C;Offre Ligne Fixe Illimités Orange avec Nordnet (Acq);Offre Ligne Fixe Ma Formule Illimités Orange avec Nordnet;La Ligne Fixe Orange avec Nordnet est une offre qui complète la gamme Ligne Fixe Orange destinée aux clients ayant uniquement un usage voix sans besoin d'accès internet. \r\nOrange s'appuie sur Nordnet (société du groupe Orange) pour proposer cette offre.\r\nElle est basée sur un boîtier qui se connecte au réseau 4G/3G d'Orange, sur lequel vous n'avez plus qu'à brancher votre poste téléphonique. \r\n\r\nOffre sans engagement, sans frais de résiliation.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Ligne Fixe RTC (acquisition);Offres;;Internet;R;;;;;0;43,99 eur/mois;;0;;;Internet
IR137338;C;Offre Ligne Fixe Illimités Orange avec Nordnet (Mig);Offre Ligne Fixe Ma Formule Illimités Orange avec Nordnet;La Ligne Fixe Orange avec Nordnet est une offre qui complète la gamme Ligne Fixe Orange destinée aux clients ayant uniquement un usage voix sans besoin d'accès internet. \r\nOrange s'appuie sur Nordnet (société du groupe Orange) pour proposer cette offre.\r\nElle est basée sur un boîtier qui se connecte au réseau 4G/3G d'Orange, sur lequel vous n'avez plus qu'à brancher votre poste téléphonique. \r\n\r\nOffre sans engagement, sans frais de résiliation.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Ligne Fixe RTC (migration);Offres;;Internet;R;;;;;0;43,99 eur/mois;;0;;;Internet
IR137339;C;Frais de Mise en Service Orange avec Nordnet;Frais de Mise en Service Orange avec Nordnet;\r\n\r\n\r\n\r\n;Options Ligne Fixe;Options;;Internet;R;;;;;0;55,00 eur;;0;;;Internet
IR137340;C;Boitier Nordnet;Boitier Nordnet;;Autres matériels (acquisition);Produits;;Internet;R;;;;;0;Inclus;;0;;;Internet
IR137342;C;Prestation Travaux Fibre DEALT;Prestation Travaux Fibre DEALT;Un artisan qualifié, partenaire de DEALT, habitué aux difficultés rencontrées lors de raccordement Fibre vient chez vous. Il réalise les travaux identifiés, pour bénéficier de la Fibre Orange.\r\n\r\n;Prestation d'installation;Options;;Internet;R;;;;;0;Sur devis payant;;0;;;Internet
IR137376;C;Détecteur de fumée connecte Orange Maison Protégée 2,50 eur;Détecteur de fumée connecte Orange Maison Protégée, sans engagement;Détecteur de fumée connectée photoélectrique à détection optique. Il prévient les risques d'incendie et protège votre logement. En cas de déclenchement de l'alarme, il envoie immédiatement une alerte dans l'application mobile, au centre de télésurveillance et par SMS.;Maison Protégée;Options;;Internet;R;;;;;0;2,50 eur/mois par détecteur de fumée;;0;;;Internet
IR137377;C;Prestation Démonte Matériel Orange Maison Protégée 99 eur;Prestation Démonte Matériel Orange Maison Protégée;Dépose professionnelle du matériel Orange Maison Protégée effectuée par un technicien expert.\r\nLa prestation ne comprend pas la remise en état post dépose (rebouchage de trous, peinture, raccord papier peint...);Maison Protégée;Options;;Internet;R;;;;;0;99,00 eur;;0;;;Internet
IR137378;C;La Sonde inondation Orange Maison Protégée 2,50 eur;La Sonde inondation Orange Maison Protégée, sans engagement;La Sonde inondation permet d'être alerté en cas de fuite ou de dégât des eaux, pour une intervention rapide et des dégâts limités.;Maison Protégée;Options;;Internet;R;;;;;0;2,50 eur/mois;;0;;;Internet
IR137379;C;Option Liberté 4G Orange Maison Protégée 5 eur;Option Liberté 4G Orange Maison Protégée, sans engagement;Orange Maison Protégée met à disposition l'Option Liberté 4G pour les clients n'ayant pas ou ne souhaitant pas d'accès Internet à leur domicile. Pas besoin de box Internet. Sous réserve sous réserve de réseau Orange 4G Indoor disponible. \r\nL'option Liberté 4G s'ajoute à l'abonnement de l'offre Maison ou Appartement.;Maison Protégée;Options;;Internet;R;;;;;0;5,00 eur/mois;;0;;;Internet
IR137383;C;Offre 5G+ Home illimitée 42,99 eur (mig) Client Internet;Offre 5G+ Home illimitée (sans engagement) pour Client Internet;Votre débit est faible ? \r\nPassez au haut débit avec la solution 5G Home.\r\n\r\nOffre 5G Home en Illimitée, sans engagement, ni frais de résiliation.\r\n\r\nProfitez d'une connexion en illimitée Haut débit à la maison jusqu'à 1Gb/s (débit descendant) débit réel en théorique avec le réseau 5G d'Orange.\r\n\r\nInstallez facilement la Flybox pour connecter tous vos appareils en Wifi ou filaire.\r\n\r\nRetrouvez l'essentiel de la TV d'Orange sur ordinateur, tablette ou mobile avec l'appli TV.;4G 5G Home (migration);Offres;;Internet;R;;;;;0;42,99 eur/mois, 1er mois satisfait ou remboursé;;0;;RC_5G_Home.pdf;Mobile
IR137384;C;Offre 5G+ Home Illimitée 42,99 eur (acq);Offre 5G+ Home Illimitée (sans engagement);Votre débit est faible ? \r\nPassez au haut débit avec la solution 5G Home.\r\n\r\nOffre 5G Home en Illimitée, sans engagement, ni frais de résiliation.\r\n\r\nProfitez d'une connexion en illimitée Haut débit à la maison jusqu'à 1Gb/s (débit descendant) débit réel en théorique avec le réseau 5G d'Orange.\r\n\r\nInstallez facilement la Flybox pour connecter tous vos appareils en Wifi ou filaire.\r\n\r\nRetrouvez l'essentiel de la TV d'Orange sur ordinateur, tablette ou mobile avec l'appli TV.;4G 5G Home (acquisition);Offres;;Internet;R;;;;;0;42,99 eur/mois, 1er mois satisfait ou remboursé;;0;;RC_5G_Home.pdf;Mobile
IR137386;M;Remise Client Mobile Mig LB Up/Max (xDSL/Fibre) -5 eur;Remise Client Mobile -5 euros pour toute souscription à une offre Livebox Up/Max Fibre ou xDSL;Vous bénéficiez d'une remise de 5 euros pour toute nouvelle souscription à une offre Livebox Up/Max Fibre ou xDSL.;Avantages (migration);Options;;Internet;R;;;;;0;-5,00 eur/mois;19/11/2025;0;;;Internet
IR137387;C;FMR 300 Go 5G SUB sans nouveau mobile (mig);Forfait Mobile Remisé 300Go compatible 5G, sans nouveau mobile, conservation de l'engagement initial;Forfait sans nouveau mobile avec conservation de l'engagement initial en cours chez Orange sur le mobile.\r\n\r\nAppels illimités depuis la France et les zones Europe, DOM, Suisse/Andorre vers ces zones et la France.\r\n\r\nAppels illimités vers les fixes de plus de 110 destinations et vers les fixes et mobiles Europe, USA, Canada.\r\n\r\nSMS et MMS illimités en France et depuis l'Europe vers la France et l'Europe et SMS/MMS illimités vers l'Europe.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Forfait Mobile Orange Remisé (migration);Offres;;Internet;R;;;;;0;52,99 eur/mois;;0;;RC_Forfait_300Go.pdf;Mobile
